word1	word2	score
recorded	wa	-0.063
recorded	released	0.246
recorded	wesley	0.001
recorded	written	0.35
recorded	several	0.024
length	year	0.124
faroe	official	-0.012
faroe	language	0.105
faroe	government	0.043
faroe	largest	0.0
faroe	religion	0.013
faroe	prime	-0.021
faroe	minister	0.133
faroe	high	-0.01
island	official	-0.018
island	language	0.065
island	largest	0.123
island	religion	0.038
island	prime	0.017
island	minister	0.049
island	town	0.14
island	main	0.042
island	ward	0.09
island	many	0.027
island	several	0.035
official	several	0.097
official	official	1.0
official	religion	-0.007
official	prime	0.089
official	republic	0.033
official	website	0.27
official	summer	0.01
official	time	-0.031
official	zone	-0.001
official	saint	0.016
official	vesak	0.017
official	people	0.004
official	speak	0.052
official	secretary	0.244
official	party	0.022
official	vice	0.116
official	president	0.073
official	recognised	0.027
official	regional	0.176
language	official	0.09
language	several	0.041
language	language	1.0
language	largest	0.007
language	religion	0.091
language	least	0.013
language	prime	-0.043
language	minister	0.007
language	le	-0.036
language	many	0.07
language	republic	-0.013
language	people	0.068
language	speak	0.324
language	main	0.014
language	speaker	0.206
language	representative	0.084
language	offered	0.078
language	type	0.061
language	purpose	0.094
language	secretary	0.029
language	party	0.04
language	vice	0.018
language	president	0.005
language	legislature	0.066
language	national	0.034
language	recognised	0.048
language	regional	-0.008
government	island	0.06
government	ha	-0.009
government	several	0.03
government	official	0.245
government	language	0.066
government	least	0.075
government	le	-0.049
government	many	0.028
government	republic	0.15
government	kazakh	-0.005
government	khanate	0.021
government	jersey	-0.083
capital	faroe	0.072
capital	island	0.078
capital	ha	0.055
capital	several	0.012
capital	official	0.016
capital	language	0.056
capital	kazakh	0.022
capital	khanate	0.177
capital	different	-0.087
capital	capital	1.0
capital	common	0.064
capital	government	0.113
capital	le	0.02
capital	many	-0.008
capital	khan	0.081
capital	exactly	-0.059
capital	least	-0.015
largest	several	0.038
largest	official	0.094
minister	official	0.188
minister	republic	-0.006
minister	several	0.097
minister	people	0.06
minister	speak	0.083
high	island	0.009
high	le	0.01
high	official	0.13
high	language	0.019
commissioner	faroe	0.062
commissioner	island	0.033
commissioner	ha	-0.042
commissioner	le	0.062
commissioner	official	0.259
commissioner	language	0.041
different	label	-0.032
different	genre	0.068
different	previous	0.144
different	owner	-0.006
different	food	0.033
different	type	0.19
different	location	0.021
different	name	0.093
different	year	0.153
different	wessex	0.049
different	resettlement	0.014
different	ward	0.023
different	language	0.065
different	government	0.002
different	khan	-0.057
different	knowledge	-0.033
different	skill	0.055
different	tested	0.097
different	score	-0.069
different	grade	-0.039
different	range	0.184
different	fee	-0.018
different	duration	0.012
different	offered	0.089
different	purpose	0.013
career	label	0.084
career	genre	0.046
career	child	0.059
career	website	-0.036
career	year	0.083
career	known	0.058
artist	label	0.213
artist	occupation	0.128
artist	genre	0.253
artist	incarnate	-0.013
artist	wa	0.037
artist	coloured	0.06
artist	people	-0.009
artist	le	-0.067
artist	person	0.091
artist	least	-0.025
artist	exactly	-0.054
bryson	label	0.035
bryson	occupation	-0.055
bryson	genre	0.052
johannes	occupation	-0.046
johannes	known	0.017
gutenberg	occupation	-0.081
gutenberg	known	0.11
held	occupation	0.013
held	known	0.156
fewer	symptom	-0.002
fewer	method	-0.044
fewer	usual	0.134
fewer	onset	-0.053
fewer	treatment	0.003
fewer	medication	0.027
hyperthyroidism	symptom	0.352
hyperthyroidism	method	0.006
hyperthyroidism	usual	0.056
hyperthyroidism	onset	0.212
keeley	spouse	0.018
keeley	occupation	0.015
keeley	name	0.007
keeley	year	0.001
hawes	spouse	0.035
hawes	occupation	0.022
hawes	name	-0.016
hawes	year	0.032
husband	spouse	0.747
husband	occupation	0.102
husband	name	0.022
husband	year	-0.001
husband	residence	0.057
julia	label	-0.005
julia	occupation	0.021
michael	occupation	-0.009
music	occupation	0.067
music	website	-0.01
music	year	-0.021
music	music	1.0
music	written	0.017
music	people	0.094
music	production	0.011
music	person	0.09
music	screenplay	-0.034
music	several	-0.052
institution	karl	0.015
institution	university	0.42
institution	le	0.026
institution	least	0.134
institution	many	-0.076
institution	several	-0.037
ferdinand	institution	0.007
ferdinand	mater	-0.028
ferdinand	student	-0.041
ferdinand	known	0.017
braun	institution	0.027
braun	mater	-0.042
braun	doctoral	-0.001
braun	student	-0.01
braun	known	0.015
braun	died	-0.056
attended	institution	0.106
attended	mater	0.065
attended	doctoral	0.052
attended	student	0.12
alma	karl	0.172
alma	ferdinand	0.083
alma	braun	-0.034
alma	attended	0.047
alma	university	0.256
alma	le	0.055
alma	least	0.05
alma	many	0.002
alma	exactly	-0.003
alma	several	-0.028
alma	jeff	0.116
alma	bezos	0.004
alma	ha	0.025
alma	house	0.032
alma	jimmy	0.206
alma	fallon	0.166
alma	married	0.056
alma	twice	0.005
alma	jennifer	0.133
alma	connelly	-0.123
alma	college	0.255
alma	degree	0.1
alma	award	0.118
karl	mater	-0.061
karl	student	-0.024
karl	known	0.004
mater	university	0.21
mater	several	-0.04
mater	twice	0.013
doctoral	karl	0.065
doctoral	ferdinand	-0.024
doctoral	university	0.472
doctoral	le	0.016
doctoral	least	0.083
doctoral	many	0.08
doctoral	exactly	0.116
doctoral	several	0.085
student	university	0.563
onset	several	-0.043
onset	trypanosomiasis	0.05
onset	stage	0.209
onset	treatment	0.153
onset	type	0.18
onset	symptom	0.362
actor	occupation	0.106
actor	spouse	-0.007
actor	partner	0.031
actor	child	0.063
depp	occupation	-0.075
depp	spouse	0.005
depp	partner	-0.006
depp	year	-0.002
partner	wife	0.289
partner	spouse	0.415
partner	relative	0.057
partner	year	-0.023
partner	time	0.016
partner	twice	0.089
brighton	terminus	0.052
brighton	operator	0.023
brighton	depot	0.042
brighton	electrification	0.032
brighton	type	0.008
brighton	locale	0.039
brighton	rolling	-0.018
brighton	stock	-0.042
main	terminus	0.119
main	operator	-0.033
main	type	0.007
main	rolling	0.012
main	stock	-0.032
main	official	0.134
main	speaker	0.006
main	representative	-0.018
main	prime	0.295
main	minister	0.009
main	ward	0.061
main	territorial	0.011
main	style	0.032
main	manufacturer	-0.048
main	street	0.16
main	previous	0.11
main	owner	-0.011
line	terminus	0.264
line	operator	0.095
line	type	0.109
line	locale	-0.042
line	rolling	-0.081
line	stock	0.054
terminus	terminus	1.0
terminus	type	-0.02
operator	terminus	0.114
operator	several	-0.041
operator	serf	0.092
depot	main	0.077
depot	line	0.124
depot	ha	-0.017
depot	terminus	0.354
depot	serf	-0.025
depot	le	0.043
depot	locale	0.064
electrification	main	0.082
electrification	line	0.145
electrification	ha	0.105
electrification	le	-0.054
electrification	terminus	0.1
electrification	least	0.022
electrification	several	0.007
locale	main	0.027
locale	terminus	0.049
locale	many	-0.005
locale	serf	0.16
locale	locale	1.0
locale	rolling	-0.097
locale	stock	-0.061
locale	type	0.232
locale	operator	0.101
locale	several	0.002
katey	known	-0.117
katey	spouse	0.004
katey	relative	-0.083
segal	spouse	0.011
china	last	-0.022
china	polity	0.001
china	first	-0.011
china	imperial	0.145
china	unification	0.056
china	current	0.026
china	constitution	-0.055
china	republic	0.182
china	established	-0.029
last	republic	0.062
last	period	0.197
last	many	0.011
last	least	0.262
last	le	0.039
last	several	0.101
polity	republic	0.275
polity	several	0.011
period	polity	-0.01
period	unification	-0.126
period	republic	-0.016
admitted	china	0.039
admitted	ha	0.052
admitted	exactly	-0.1
admitted	republic	0.093
admitted	period	0.007
admitted	many	-0.008
admitted	least	0.108
admitted	le	-0.016
admitted	several	0.065
first	ha	-0.056
first	republic	0.069
first	period	0.14
first	many	-0.073
first	least	0.205
first	le	0.01
first	several	-0.052
first	official	0.116
first	language	0.033
imperial	republic	0.111
imperial	period	-0.031
imperial	many	-0.044
imperial	least	-0.064
imperial	le	-0.012
imperial	several	-0.056
republic	unification	0.222
republic	several	-0.042
republic	republic	1.0
republic	speaker	0.017
republic	secretary	0.131
republic	vice	0.14
current	ha	-0.006
current	exactly	-0.011
current	republic	0.079
current	period	0.013
current	many	-0.076
current	least	0.052
current	le	0.078
constitution	ha	-0.019
constitution	exactly	0.045
constitution	republic	0.428
constitution	period	-0.033
constitution	many	-0.095
constitution	least	0.026
constitution	le	0.036
established	ha	0.044
established	several	0.032
established	republic	0.007
established	period	0.074
created	incarnate	0.157
created	wa	0.027
created	people	-0.01
created	several	-0.006
created	exactly	0.02
created	person	-0.02
created	least	-0.064
created	many	-0.069
coloured	created	0.117
coloured	letterer	0.118
coloured	written	0.066
coloured	inker	0.125
coloured	editor	0.025
incarnate	letterer	-0.037
incarnate	written	-0.013
incarnate	inker	-0.057
letterer	wa	0.055
letterer	people	-0.009
letterer	several	0.028
colorist	incarnate	0.06
colorist	wa	0.033
colorist	coloured	0.319
colorist	le	-0.033
colorist	people	-0.024
colorist	many	0.026
people	written	-0.008
people	recorded	-0.034
people	released	-0.07
people	production	-0.053
people	screenplay	-0.037
people	speaker	0.044
people	representative	0.018
people	prime	-0.079
people	produced	-0.122
people	running	-0.016
people	time	-0.013
inker	wa	0.102
inker	person	0.012
inker	le	0.067
person	written	-0.018
person	recorded	-0.012
person	released	-0.084
person	producer	-0.017
person	production	-0.006
person	screenplay	-0.057
person	produced	-0.096
person	running	-0.024
person	time	0.079
editor	incarnate	-0.015
editor	wa	0.059
editor	le	0.061
editor	person	-0.085
bruges	postal	0.062
bruges	code	-0.044
bruges	website	-0.007
postal	postal	1.0
postal	website	-0.021
postal	several	0.022
code	postal	0.207
code	ha	-0.123
code	least	0.076
code	code	1.0
code	website	0.075
code	le	-0.039
code	exactly	-0.039
code	many	0.029
code	several	0.03
code	official	0.048
area	city	0.23
area	bruges	-0.082
area	ha	0.123
area	least	0.072
area	postal	-0.002
area	code	0.113
area	le	-0.027
area	exactly	0.064
area	many	0.057
area	several	0.02
area	glacier	0.015
area	national	0.082
area	park	0.196
area	county	0.259
area	near	0.221
area	columbia	0.044
area	fall	0.038
area	knowledge	0.112
area	skill	0.106
area	tested	0.032
area	score	0.026
area	grade	0.0
area	range	0.158
area	fee	0.079
gmat	score	0.074
gmat	grade	-0.006
gmat	used	0.005
gmat	range	-0.067
exam	score	0.22
exam	grade	0.238
exam	used	-0.07
exam	range	0.012
score	section	0.089
score	several	-0.018
score	test	0.193
grade	ha	-0.011
grade	le	-0.014
grade	section	0.178
grade	many	-0.077
grade	least	-0.037
grade	several	-0.095
grade	question	0.055
grade	test	0.168
grade	knowledge	-0.056
section	used	0.052
range	section	-0.021
range	several	0.17
range	test	0.028
acronym	gmat	0.132
acronym	exam	0.025
acronym	ha	0.061
acronym	le	-0.07
acronym	section	0.023
acronym	many	0.071
acronym	exactly	0.057
acronym	least	-0.009
acronym	several	0.013
charlie	year	-0.045
charlie	spouse	0.015
charlie	parent	-0.042
charlie	family	-0.016
charlie	release	-0.013
charlie	date	-0.041
charlie	country	0.013
charlie	produced	0.037
charlie	production	0.045
charlie	company	0.148
charlie	running	0.106
charlie	time	0.103
sheen	year	-0.062
sheen	spouse	0.086
divorced	year	0.114
divorced	spouse	0.465
divorced	parent	0.229
divorced	family	0.098
family	sheen	-0.022
family	ha	0.086
family	several	-0.026
family	time	0.01
family	many	0.002
family	spouse	0.257
family	platform	-0.019
cruel	genre	-0.061
cruel	producer	0.033
cruel	label	0.067
producer	summer	-0.02
producer	worked	0.087
producer	producer	1.0
producer	several	-0.001
producer	wa	0.044
producer	released	0.109
producer	wesley	-0.065
producer	written	0.137
hip	producer	0.098
hip	label	0.194
hop	producer	0.175
hop	label	0.16
czech	official	-0.088
czech	language	0.139
czech	government	-0.036
czech	prime	0.071
czech	minister	-0.032
czech	religion	-0.025
prime	republic	0.084
prime	several	0.005
prime	speak	0.038
religion	republic	0.087
cîroc	variant	0.0
cîroc	related	0.0
cîroc	product	0.0
cîroc	manufacturer	0.0
sold	variant	0.074
flavor	variant	0.159
flavor	related	-0.046
flavor	product	0.161
flavor	manufacturer	0.076
related	sold	-0.012
related	several	0.133
related	related	1.0
related	significance	0.072
related	variant	0.023
product	sold	0.22
product	several	-0.009
product	variant	0.041
manufacturer	sold	0.194
manufacturer	many	0.01
manufacturer	several	0.048
manufacturer	variant	0.047
manufacturer	series	0.123
rolling	serf	-0.064
rolling	several	0.022
serf	stock	0.03
serf	type	0.009
serf	served	0.171
serf	start	0.016
serf	service	0.107
serf	system	0.069
serf	via	0.083
award	dean	0.0
award	kamen	0.001
award	ha	0.059
award	exactly	-0.034
award	major	0.086
award	award	1.0
award	known	0.037
award	born	0.025
award	residence	0.073
award	le	0.017
award	least	-0.037
award	many	-0.015
award	several	-0.012
award	karl	-0.009
award	ferdinand	-0.081
award	braun	0.049
award	doctoral	0.179
award	student	0.066
award	mater	0.025
award	died	0.082
award	john	-0.065
award	cyril	0.047
award	porte	0.046
award	served	0.096
award	military	-0.003
award	twice	0.168
award	time	-0.024
dean	known	0.043
dean	residence	0.07
kamen	known	0.011
kamen	residence	0.073
major	residence	-0.015
jigsaw	production	-0.056
jigsaw	produced	-0.001
production	wa	0.004
production	several	0.01
production	released	0.079
production	production	1.0
production	screenplay	0.275
production	written	0.1
distributed	production	0.151
distributed	jigsaw	0.085
distributed	wa	-0.0
distributed	distributed	1.0
distributed	least	-0.028
distributed	produced	0.364
distributed	many	-0.005
distributed	le	0.012
distributed	exactly	0.002
distributed	several	0.042
distributed	movie	0.068
distributed	jungle	-0.031
distributed	music	-0.022
distributed	written	0.265
distributed	people	0.01
distributed	person	0.003
company	production	0.256
company	jigsaw	-0.015
company	wa	-0.051
company	distributed	0.042
company	least	-0.016
company	company	1.0
company	produced	0.112
company	many	-0.017
company	le	-0.004
company	exactly	0.011
company	several	0.015
company	factory	0.33
company	released	0.104
company	country	0.127
company	film	0.078
company	death	0.092
company	note	-0.006
company	screenplay	-0.038
company	movie	0.057
company	jungle	0.033
company	music	0.048
company	written	0.062
company	people	0.12
company	person	0.122
company	dhruva	0.027
company	label	0.22
company	genre	0.054
company	year	0.085
produced	wa	0.053
produced	several	0.059
produced	released	0.369
produced	production	0.425
produced	produced	1.0
produced	running	0.055
produced	time	0.052
produced	written	0.433
jeff	residence	0.005
jeff	mater	-0.13
jeff	spouse	0.038
jeff	net	-0.008
jeff	worth	0.032
jeff	known	0.015
jeff	name	-0.025
jeff	label	0.06
jeff	occupation	-0.045
bezos	residence	-0.044
bezos	mater	0.027
bezos	spouse	-0.052
bezos	born	-0.066
bezos	net	0.058
bezos	worth	0.032
bezos	known	0.044
house	residence	0.567
house	mater	0.011
house	spouse	0.086
house	net	-0.004
house	worth	0.03
house	known	0.017
house	rosemary	0.05
house	shand	-0.046
house	married	-0.011
house	several	0.023
house	time	0.055
house	least	0.049
residence	several	0.04
residence	whittaker	-0.067
residence	s.	0.036
residence	wife	0.159
invensions	known	0.212
invensions	occupation	0.061
charo	name	0.083
charo	spouse	0.033
charo	year	-0.072
charo	occupation	0.0
district	district	1.0
district	karachi	-0.021
district	province	0.262
district	le	0.077
district	exactly	-0.057
district	least	-0.057
district	many	-0.032
district	several	-0.004
district	ha	0.056
karachi	province	0.152
province	several	-0.024
cpu	microbee	-0.036
cpu	cpu	1.0
cpu	graphic	0.216
cpu	memory	0.468
cpu	le	0.008
cpu	several	-0.055
cpu	type	-0.084
cpu	least	0.118
cpu	exactly	0.027
cpu	many	-0.047
cpu	htc	0.02
cpu	dream	0.142
cpu	ha	-0.079
graphic	microbee	0.013
graphic	le	-0.039
graphic	several	0.022
graphic	least	-0.039
graphic	many	0.024
memory	microbee	0.01
microbee	type	0.016
band	label	0.218
band	genre	0.171
band	website	0.081
band	year	0.033
band	connectivity	0.078
band	cpu	0.075
band	data	0.021
band	input	0.028
band	successor	-0.01
band	known	0.049
jimmy	label	-0.05
jimmy	website	0.037
jimmy	year	-0.03
jimmy	spouse	-0.036
jimmy	name	-0.037
jimmy	mater	-0.024
jimmy	subject	-0.075
eat	label	0.017
eat	genre	-0.003
eat	website	-0.032
eat	year	0.006
website	world	0.059
website	website	1.0
website	zone	0.076
world	year	0.098
coolaid	label	0.035
coolaid	released	-0.016
coolaid	producer	-0.111
coolaid	recorded	-0.069
coolaid	studio	-0.095
released	wa	-0.009
released	released	1.0
released	studio	0.168
released	several	0.042
released	running	0.12
released	time	0.018
released	wesley	-0.055
released	written	0.163
studio	wa	0.064
chocolate	release	-0.093
chocolate	date	-0.013
chocolate	country	-0.032
chocolate	produced	0.003
chocolate	production	-0.008
chocolate	company	0.054
chocolate	running	0.034
chocolate	time	0.106
factory	release	0.034
factory	produced	0.189
factory	production	0.408
factory	running	0.029
factory	time	0.022
release	wa	-0.043
release	released	0.804
release	several	0.052
date	factory	0.028
date	wa	0.057
date	released	0.144
date	le	-0.05
date	exactly	0.03
date	least	-0.029
date	several	-0.062
date	many	0.001
date	easter	0.047
date	related	0.088
date	holiday	0.042
date	vesak	0.041
date	known	0.103
date	official	0.108
date	name	0.204
running	wa	0.022
easter	related	0.028
easter	significance	0.202
easter	observance	0.324
celebration	easter	0.355
celebration	related	0.027
celebration	many	-0.02
celebration	holiday	0.45
celebration	several	-0.045
celebration	halloween	0.362
celebration	directly	-0.077
celebration	exactly	-0.007
african	symptom	0.045
african	usual	0.047
african	onset	0.032
african	prognosis	-0.014
african	cause	0.054
stage	symptom	0.119
stage	usual	-0.04
trypanosomiasis	usual	-0.041
prognosis	trypanosomiasis	0.052
prognosis	stage	0.117
prognosis	several	-0.068
prognosis	type	0.065
catania	website	-0.002
catania	summer	0.021
catania	dst	-0.086
catania	time	-0.049
catania	zone	-0.016
catania	istat	0.051
catania	code	0.009
catania	dialing	-0.003
catania	saint	0.031
catania	day	0.005
summer	website	0.002
dst	ha	-0.04
dst	le	0.044
dst	official	0.027
dst	website	0.003
istat	official	-0.003
istat	website	-0.049
istat	many	0.039
dialing	ha	-0.075
dialing	official	-0.041
dialing	website	0.008
dialing	several	0.067
saint	website	-0.041
day	ha	0.057
day	least	0.137
day	official	0.018
day	website	0.035
day	exactly	0.029
jennifer	spouse	-0.007
jennifer	occupation	-0.032
jennifer	residence	-0.024
jennifer	mater	-0.06
jennifer	year	-0.041
connelly	spouse	-0.017
connelly	occupation	-0.023
connelly	residence	-0.002
connelly	mater	0.054
connelly	year	-0.016
lynne	name	0.001
lynne	occupation	-0.013
community	union	0.178
community	turnpike	-0.041
community	manhattan	0.002
community	queen	-0.023
community	express	0.004
community	serf	0.059
community	community	1.0
community	served	0.046
community	start	-0.033
community	service	0.218
community	le	-0.004
community	system	0.118
community	exactly	-0.022
community	garage	0.093
community	least	-0.04
community	end	-0.02
community	several	0.11
community	many	0.115
community	via	0.017
served	union	-0.041
served	turnpike	0.054
served	several	0.032
served	year	0.115
served	service	0.332
manhattan	served	0.094
manhattan	start	-0.005
manhattan	service	0.008
manhattan	system	0.016
manhattan	via	-0.016
manhattan	residence	-0.033
manhattan	nationality	-0.083
queen	served	-0.024
queen	start	-0.038
queen	service	0.065
queen	system	-0.05
queen	via	-0.036
express	served	0.047
express	start	-0.021
express	service	0.117
express	system	0.026
express	garage	0.043
express	via	0.087
start	union	-0.024
start	turnpike	0.023
began	union	-0.009
began	turnpike	0.026
began	manhattan	0.049
began	queen	-0.024
began	express	-0.073
began	serf	0.025
began	community	-0.045
began	several	-0.084
service	union	0.022
service	turnpike	0.037
service	several	-0.018
service	twice	0.024
service	time	0.033
system	union	0.035
system	turnpike	-0.034
system	type	0.076
garage	union	0.082
garage	turnpike	0.094
garage	manhattan	0.002
garage	queen	0.075
garage	serf	0.089
garage	least	0.025
end	union	-0.028
end	turnpike	0.047
end	manhattan	-0.046
end	queen	-0.012
end	express	-0.039
end	serf	-0.005
end	least	0.128
union	via	0.072
turnpike	via	0.17
kathie	name	-0.043
kathie	spouse	0.087
lee	name	0.037
lee	spouse	0.044
gifford	name	-0.004
gifford	spouse	0.023
angelina	previous	-0.049
angelina	owner	0.022
angelina	food	0.098
angelina	type	0.037
angelina	location	0.068
angelina	street	0.05
previous	undergone	0.172
previous	several	0.214
owner	previous	0.1
owner	undergone	0.042
owner	owner	1.0
owner	type	0.058
owner	several	-0.034
food	ha	0.02
food	undergone	-0.02
food	least	0.083
food	owner	0.008
food	several	-0.015
food	many	0.006
food	main	0.112
food	location	0.087
type	undergone	0.078
type	usual	0.166
type	variant	0.197
type	type	1.0
location	undergone	-0.024
location	owner	0.153
location	national	0.009
location	park	0.129
location	near	0.34
location	several	-0.069
location	many	-0.005
location	main	0.066
location	location	1.0
location	street	0.145
location	previous	-0.007
location	type	0.144
cook	spouse	0.107
immediate	spouse	0.085
form	treatment	0.062
form	method	0.206
form	risk	-0.072
form	symptom	0.13
form	usual	0.092
form	onset	0.104
treatment	treatment	1.0
treatment	type	0.083
treatment	usual	0.067
diabetes	treatment	0.18
diabetes	diagnostic	0.135
diabetes	method	0.007
diabetes	risk	0.129
diabetes	factor	-0.026
diabetes	symptom	0.127
diabetes	duration	0.048
diabetes	usual	-0.009
diabetes	onset	0.213
risk	treatment	-0.011
risk	type	0.035
risk	risk	1.0
risk	symptom	0.058
risk	several	-0.03
factor	form	0.049
factor	treatment	-0.041
factor	type	0.127
factor	le	0.043
factor	risk	0.133
factor	migraine	-0.07
factor	least	0.023
factor	factor	1.0
factor	symptom	0.14
factor	several	-0.027
factor	many	-0.02
duration	many	-0.046
duration	form	-0.006
duration	treatment	0.086
duration	type	0.135
duration	international	0.044
duration	english	0.057
duration	language	0.012
duration	testing	-0.068
duration	system	-0.056
duration	ha	-0.001
duration	part	0.072
duration	le	-0.021
duration	least	0.121
duration	several	-0.048
duration	exactly	0.112
jidenna	label	0.004
jidenna	name	0.02
jidenna	year	-0.038
appeared	label	0.034
appeared	born	0.115
appeared	birth	0.069
appeared	name	0.033
appeared	associated	0.084
appeared	year	0.057
cky	label	0.012
cky	genre	0.036
cky	known	-0.068
fallon	spouse	-0.045
fallon	name	-0.03
fallon	year	-0.088
fallon	mater	0.052
fallon	subject	-0.028
subject	time	0.052
subject	wife	0.021
glacier	nearest	-0.037
glacier	location	-0.012
national	nearest	0.213
national	republic	0.146
national	official	0.18
nearest	park	0.056
nearest	several	-0.037
county	nearest	0.084
county	location	0.061
near	nearest	0.56
columbia	nearest	0.027
columbia	location	0.002
fall	nearest	0.04
fall	location	0.044
connectivity	htc	0.141
connectivity	dream	-0.031
connectivity	ha	0.056
connectivity	le	0.022
connectivity	several	0.008
connectivity	many	0.031
connectivity	least	-0.107
connectivity	exactly	-0.009
antenna	connectivity	0.226
antenna	cpu	0.125
antenna	data	0.074
antenna	input	0.094
antenna	successor	0.069
data	htc	0.073
data	dream	-0.011
data	ha	0.009
data	several	-0.003
data	many	-0.013
data	least	-0.006
data	exactly	-0.003
htc	input	0.042
htc	successor	-0.003
dream	input	0.07
dream	successor	-0.052
input	several	-0.058
input	many	-0.022
input	least	-0.041
jordan	residence	0.005
jordan	nationality	-0.075
fisher	residence	-0.033
fisher	genre	-0.125
fisher	nationality	0.009
cat	residence	0.041
cat	genre	0.018
cat	nationality	-0.033
dog	residence	0.037
dog	genre	-0.042
dog	nationality	0.001
dog	spouse	0.135
dog	relative	0.087
london	wessex	0.327
london	resettlement	-0.013
london	ward	0.15
ward	wessex	0.049
ward	ward	1.0
wessex	wessex	1.0
resettlement	wessex	-0.021
resettlement	ward	-0.014
resettlement	resettlement	1.0
resettlement	several	0.076
common	kazakh	0.091
common	khanate	-0.006
common	ha	-0.015
common	different	0.202
common	le	0.001
common	many	0.184
common	exactly	0.038
common	least	0.035
common	several	0.111
kazakh	language	0.099
kazakh	khan	0.197
khanate	language	-0.027
khan	khanate	0.491
khan	many	-0.036
khan	least	-0.1
khan	several	-0.023
film	production	0.253
film	screenplay	0.52
film	produced	0.165
death	production	0.051
death	screenplay	-0.081
death	produced	-0.019
note	production	-0.019
note	screenplay	0.053
note	produced	-0.034
screenplay	several	-0.004
screenplay	written	0.34
formerly	known	0.405
formerly	label	0.077
inearthed	known	-0.02
inearthed	label	-0.067
hayley	instrument	0.013
hayley	occupation	-0.039
hayley	year	-0.042
instrument	williams	0.021
instrument	play	0.21
instrument	le	-0.016
instrument	instrument	1.0
instrument	occupation	0.045
instrument	least	-0.032
instrument	year	0.037
instrument	several	-0.039
instrument	many	-0.04
williams	year	0.04
play	year	-0.023
justin	occupation	-0.066
justin	label	0.004
bieber	occupation	-0.014
bieber	label	0.007
made	occupation	-0.108
made	year	0.082
made	origin	-0.0
made	website	0.021
bryce	child	0.049
bryce	parent	-0.063
bryce	relative	-0.015
bryce	spouse	0.051
dallas	parent	0.077
dallas	relative	-0.112
dallas	spouse	0.018
howard	parent	-0.074
howard	relative	-0.035
howard	spouse	0.082
debian	license	0.114
debian	platform	0.113
debian	default	0.143
debian	user	0.204
debian	interface	0.096
debian	update	0.269
debian	method	0.018
debian	family	-0.009
compatible	license	0.029
compatible	platform	0.11
compatible	default	0.007
compatible	user	0.029
compatible	interface	0.159
compatible	update	0.106
compatible	method	0.004
compatible	family	-0.008
license	platform	0.182
license	several	0.022
license	many	-0.008
platform	platform	1.0
platform	user	0.131
platform	several	-0.001
platform	update	0.044
default	le	-0.03
default	platform	-0.01
interface	le	-0.038
interface	platform	0.195
coca	variant	0.04
coca	introduced	0.002
coca	type	-0.074
coca	color	0.005
coca	related	0.005
coca	product	0.046
cola	variant	0.056
cola	introduced	0.044
cola	type	-0.032
cola	color	0.099
cola	related	0.047
cola	product	0.055
variant	variant	1.0
available	variant	0.157
available	introduced	0.084
available	type	0.014
available	color	0.079
available	related	0.053
available	product	0.057
introduced	least	0.006
introduced	variant	0.153
introduced	several	0.098
introduced	many	-0.033
color	ha	0.017
color	le	0.016
color	variant	0.152
college	mater	0.203
college	year	0.086
college	spouse	-0.013
degree	mater	0.18
degree	year	0.076
degree	spouse	0.036
kamelot	year	0.032
kamelot	origin	-0.058
kamelot	website	-0.015
origin	several	-0.096
origin	variant	0.2
iced	known	-0.014
iced	label	0.061
iced	website	0.033
iced	year	-0.027
earth	known	0.088
earth	label	0.006
earth	website	0.07
earth	year	0.041
halloween	related	0.068
halloween	observed	0.159
halloween	significance	0.008
directly	related	0.262
directly	observed	-0.082
directly	significance	0.023
called	halloween	-0.064
called	directly	-0.01
called	related	-0.01
called	holiday	-0.024
called	several	0.081
called	many	-0.011
called	least	-0.016
called	le	0.016
called	exactly	0.053
called	vesak	-0.02
called	known	0.515
called	official	-0.029
called	name	0.418
called	māgha	-0.058
called	pūjā	0.0
called	observed	0.264
called	country	0.03
camilla	father	0.011
camilla	spouse	0.118
camilla	mother	0.022
camilla	house	-0.015
father	rosemary	-0.015
father	shand	0.058
father	ha	-0.073
father	married	0.15
father	time	0.058
father	twice	0.015
father	many	0.012
father	le	0.016
father	least	0.032
father	several	0.009
rosemary	spouse	0.015
shand	spouse	-0.029
mother	rosemary	0.057
mother	shand	-0.033
mother	twice	0.028
mother	mother	1.0
mother	wa	0.035
mother	time	-0.002
mother	several	0.015
john	recorded	0.04
john	released	-0.009
john	producer	0.004
john	known	0.034
john	year	-0.015
john	service	0.009
john	occupation	-0.047
john	spouse	0.051
john	residence	0.055
john	name	-0.032
harding	recorded	0.062
harding	released	-0.059
harding	producer	-0.067
jim	spouse	0.036
jim	relative	0.023
jim	president	0.163
jim	succeeded	0.086
jim	preceded	0.062
jim	office	0.005
belushi	spouse	-0.075
belushi	relative	0.0
belushi	child	-0.08
france	mother	0.074
diana	mother	0.061
diana	died	0.019
quadriplegia	type	0.079
movie	music	0.123
movie	production	0.212
movie	screenplay	0.529
jungle	music	0.038
jungle	production	-0.021
jungle	screenplay	-0.046
māgha	observed	-0.008
māgha	related	0.062
māgha	significance	0.136
pūjā	related	0.0
pūjā	significance	0.0
katharine	label	-0.064
katharine	name	-0.034
katharine	year	0.029
katharine	occupation	0.051
mcphee	name	0.002
mcphee	year	0.062
mcphee	occupation	0.046
record	year	0.118
